Model code,Brand,Revenue (EUR),Revenue Change (%),Revenue Change (EUR),Units,Units Change (%),Units Change,Price (EUR),Price Change (%),Price Change (EUR),Price index,Price index Change,Act. Num. Dist.,Act. Num. Dist. Change (pp),TPR units,TPR units Change (%),TPR units Change
43PUS8506,CHIQ,778,-0.662,-1520.93,2,-0.667,-4,389,0.015,5.85,54,4,0,0,2,-0.667,-4
SRT 40FF2003,SAMSUNG,776.1,,,2,,,388.05,,,54,,0,,,,
48OLED807,LG,771.03,-0.495,-755.71,1,-0.5,-1,771.03,0.01,7.66,108,7,0,0,,,
55A7KQ,JVC,768.97,0.068,49.01,4,0,0,192.24,0.068,12.25,27,3,0.001,0,,,
75C845,LG,760,,,1,,,760,,,106,,0,,0,,
55PUS8807,DYON,759.98,-0.723,-1983.96,5,-0.672,-11,144.76,-0.156,-26.74,20,-2,0.001,-0.2,0,,
D32F554M1CW,SAMSUNG,758.68,-0.528,-848.91,1,-0.5,-1,758.68,-0.056,-45.12,106,0,0,0,0,,
48LX1Q9LA,PANASONIC,758,,,2,,,379,,,53,,0,,0,,
65UA2263,STRONG,758,-0.887,-5934.72,2,-0.909,-20,379,0.239,73.05,53,13,0,-0.2,0,,
SMART 32 XT,SAMSUNG,756.34,,,2,,,378.17,,,53,,0.001,,0,,
50 GUB 7240,PHILIPS,749.89,0.875,349.9,2,1,1,374.95,-0.063,-25.05,52,0,0,0,0,,
TX-65LXX979,METZ BLUE,749,-0.841,-3969.68,1,-0.833,-5,749,-0.048,-37.45,104,1,0,0,,,
XH24SN550MV,PHILIPS,748.5,0.248,148.5,2,0,0,499,0.248,99,70,17,0,0,,,
LT-32VFE5255,TOSHIBA,747.5,,,3,,,299,,,42,,0,,0,,
TX-39JSW354,PHILIPS,747,-0.96,-17918,1,-0.96,-24,747,0.001,0.4,104,6,0,0,0,,
D43F553M1,LG,740,,,1,,,740,,,103,,0,,,,
TX-50MXF967,TOSHIBA,735.61,-0.496,-723.81,1,-0.5,-1,517.65,0.008,4.15,72,5,0,0,0,,
TX-65LXF887,LOEWE,727.59,-0.024,-17.75,2,0.368,0,399,-0.286,-160,56,-18,0,0,,,
TX-58HXT886,SONY,722.5,,,1,,,554.96,,,77,,0,,0,,
75A6BG,LG,722.41,0.05,34.4,1,0.05,0,688.01,0,0,96,6,0,0,,,
TX-50MXW944,TOSHIBA,718.4,,,2,,,449,,,63,,0,,,,
65QNED919PA,SONY,716.06,,,2,,,358.03,,,50,,0,,,,
D50U551N1CW,CHIQ,715.15,,,1,,,715.15,,,100,,0,,0,,
50 VCE 223,SONY,709.34,,,1,,,529,,,74,,0,,0,,
OS-32H70,STRONG,700,0,0,2,0,0,350,0,0,49,3,0,0,0,,
C2220F,TELEFUNKEN,699.98,,,2,,,349.99,,,49,,0,,0,,
43C735,TELEFUNKEN,698.6,-0.856,-4139.4,1,-0.873,-10,499,0.135,59.18,70,12,0,0,0,,
GQ85QN90B,LOEWE,698.6,-0.606,-1072.6,1,-0.767,-5,499,0.69,203.8,70,31,0,-0.1,0,,
TX-50JXW604,METZ,698.6,-0.381,-430.55,1,-0.392,-1,499,0.017,8.47,70,5,0,-0.8,0,,
32 GHB 5340,SONY,690.75,-0.703,-1633.75,4,-0.742,-12,162.53,0.154,21.65,23,4,0.001,-0.2,2,-0.857,-13
TX-50MXX889,SAMSUNG,688.17,-0.82,-3136.03,1,-0.828,-5,688.17,0.044,28.83,96,9,0,0,0,,
65NANO799PC,DYON,674.88,1.546,409.84,2,1,1,337.44,0.273,72.4,47,12,0,0,0,,
DVL-2862,BANG & OLUFSEN,668.82,7.923,593.87,2,7,2,334.41,0.115,34.59,47,7,0,0,0,,
75UR91006LA,TELEFUNKEN,661.99,-0.751,-1991.31,1,-0.75,-3,661.99,-0.002,-1.34,92,5,0,0,0,,
XR-55X94K,DYON,659.99,-0.717,-1668.98,2,-0.714,-5,330,-0.008,-2.71,46,2,0,0,0,,
D55U860B2CW,COOCAA,659.9,,,1,,,659.9,,,92,,0,,0,,
50 CUA 7390 MAILAND,CELLO,658,1.201,359,2,1,1,329,0.1,30,46,7,0.009,0.9,0,,
TX-55LXW834,TOSHIBA,650.88,,,1,,,499.95,,,70,,0,,0,,
50UR91006LA,PANASONIC,649.99,0.057,34.99,1,0,0,649.99,0.057,34.99,91,10,0,0,0,,
FIRE TV F2 L32M7-FV_,SAMSUNG,647.99,,,1,,,647.99,,,90,,0,,0,,
OLED77C17LB,LG,647.5,,,3,,,259,,,36,,0.002,,0,,
KD-43X80L,PANASONIC,646.56,,,1,,,646.56,,,90,,0,,0,,
GQ50Q72C,LG,642.93,,,1,,,448.1,,,62,,0,,0,,
GQ55QN92B,METZ,638,1.006,320,2,1,1,319,0.003,1,44,3,0,0,0,,
GQ65QN94B,SHARP,636.13,12.011,587.23,4,36.187,4,145.4,-0.65,-270.18,20,-34,0.001,0,,,
TV A2 50,BANG & OLUFSEN,628,,,2,,,314,,,44,,0,,,,
SMART 43 VX,SHARP,626.22,0.305,146.23,4,0.333,1,156.56,-0.022,-3.44,22,1,0,0,0,,
55 VAE 80,TOSHIBA,623.75,-0.655,-1185.23,1,-0.643,-2,499,-0.035,-17.85,70,2,0,0,,,
55A8G,HISENSE,619,,,1,,,619,,,86,,0,,0,,
43FN2E,LG,616.42,-0.731,-1676.32,1,-0.683,-2,569,-0.151,-101.18,79,-9,0,0,,,
TX-65MZW984,LG,613.59,0.328,151.59,1,0.038,0,549,0.28,120,77,20,0,0,0,,
32H750N,METZ BLUE,611.82,,,2,,,305.91,,,43,,0,,,,
GQ85Q60B,METZ,605.33,-0.383,-375.95,2,-0.5,-2,302.67,0.234,57.35,42,10,0,0,0,-1,-4
32S5209,TOSHIBA,605.04,-0.75,-1815.12,1,-0.75,-3,605.04,0,0,84,5,0,0,,,
50UR78006LK,SAMSUNG,600.6,,,1,,,429,,,60,,0,,0,,
50UA2063,DYON,599.99,,,1,,,599.99,,,84,,0,,,,
75UQ80009LB,DYON,599.98,,,2,,,299.99,,,42,,0,,0,,
55 CUA 8291 PARIS,LOEWE,599.37,-0.363,-342.13,3,-0.316,-1,194.8,-0.069,-14.43,27,0,0.001,-0.8,,,
75QLED870,METZ BLUE,599,-0.75,-1797,1,-0.75,-3,599,0,0,84,5,0,0,0,,
32GHB6122SO,XIAOMI,598,,,2,,,299,,,42,,0,,0,,
43NANO789QA,METZ BLUE,591.56,-0.505,-603.42,1,-0.5,-1,591.56,-0.01,-5.93,82,4,0,0,0,,
65E78HQ,BLAUPUNKT,584.97,2,389.98,3,2,2,194.99,0,0,27,2,0,0,0,,
GQ43LS05T,METZ,579.98,-0.5,-579.98,2,-0.5,-2,289.99,0,0,40,2,0,0,0,,
OLED48C28LB,METZ,579,,,1,,,579,,,81,,0,,0,,
GQ43LS01BG,TECHNISAT,577.1,,,3,,,192.37,,,27,,0,,,,
40S6200,TOSHIBA,576.03,0.001,0.5,1,0,0,576.03,0.001,0.5,80,5,0,0,0,,
55U6KQ,PANASONIC,573.85,,,1,,,499,,,70,,0.001,,0,,
SRT 43UD7553,PANASONIC,573.85,,,1,,,499,,,70,,0.001,,,,
32LQ570B6LA,DYON,569.99,-0.75,-1709.98,1,-0.75,-3,569.99,0,0,79,5,0,0,0,,
40 GFB 5241,DYON,563.99,-0.704,-1344.01,2,-0.714,-5,282,0.035,9.42,39,4,0,0,0,,
TX-65HZW984,PHILIPS,562.28,-0.784,-2044.37,1,-0.756,-3,535.5,-0.117,-70.7,75,-5,0,0,0,,
D43Q701X2CW,PANASONIC,558.53,,,1,,,558.53,,,78,,0,,0,,
GQ75QN93C,PANASONIC,557.71,-0.809,-2358.29,1,-0.776,-4,499,-0.144,-84.2,70,-7,0,-0.1,,,
KD-43X72K,PHILIPS,549.9,-0.083,-50.09,1,0,0,549.9,-0.083,-50.09,77,-2,0,0,,,
GQ65QN93C,LG,546.79,-0.5,-546.79,1,-0.5,-1,420,0,0,59,3,0,0,,,
TX-24M330E,METZ BLUE,538.17,-0.003,-1.8,3,0,0,179.39,-0.003,-0.6,25,1,0,0,,,
OLED55C18LA,TOSHIBA,527.8,,,1,,,377,,,53,,0,,,,
XR-77A83L,LG,526.77,,,1,,,526.77,,,73,,0,,0,,
KD-65X80L,CELLO,526.4,-0.42,-381,2,-0.385,-1,329,-0.057,-20,46,0,0,0,0,,
TX-48LZX1509,COOCAA,519.9,0,0,1,0,0,519.9,0,0,73,4,0,0,0,,
50 GUB 7340,TECHWOOD,519.45,,,1,,,399,,,56,,0,,,,
FINEO 49 TY83 UHD TWIN R,TOSHIBA,516,,,4,,,129,,,18,,0,,0,,
85MQLED80,NOKIA,514,3.99,411,5,4,4,102.8,-0.002,-0.2,14,1,0,0,0,,
TV P1 32 L32M6-6AEU,STRONG,509.08,-0.575,-688.83,3,-0.571,-4,169.69,-0.008,-1.44,24,1,0,0,,,
85U7KQ,TOSHIBA,499,-0.321,-236,1,-0.286,0,499,-0.05,-26,70,1,0,0,0,,
32A4BG,METZ BLUE,499,,,1,,,499,,,70,,0,,0,,
L32G7L,METZ BLUE,499,,,1,,,499,,,70,,0,,0,,
55QNED869QA,SAMSUNG,498,,,1,,,498,,,69,,0,,0,,
OLED77CS9LA,METZ BLUE,497.5,,,3,,,199,,,28,,0,,0,,
XR-55A95K,DYON,493.66,,,2,,,246.83,,,34,,0,,0,,
LT-43VU8156,PANASONIC,493.02,,,2,,,246.51,,,34,,0,,0,,
43LK3C63,STRONG,489.93,-0.646,-893.53,7,-0.668,-14,69.99,0.067,4.37,10,1,0.001,-0.2,0,,
KD-55XF9005,KIVI,474.52,,,1,,,474.52,,,66,,0,,0,,
GQ65QN800B,CECOTEC,474.12,-0.934,-6713.77,2,-0.926,-25,237.06,-0.107,-28.55,33,-2,0,-0.3,,,
75PUS7906,DYON,469.99,-0.649,-869.98,1,-0.667,-2,469.99,0.052,23.33,66,7,0,0,0,,
OLED65G19LA,DYON,466.71,,,1,,,466.71,,,65,,0,,0,,
TX-65MX700E,TOSHIBA,464.76,-0.862,-2907,1,-0.871,-7,429.01,0.065,26.13,60,7,0,-0.1,0,,
GQ55QN91B,JVC,463.78,3.178,352.78,4,3,3,115.95,0.045,4.94,16,2,0.001,0,,,
TX-49LXX979,CELLO,460.21,-0.418,-330.97,2,-0.452,-2,190.09,0.062,11.13,27,3,0,0,0,,
U43QM8V,PANASONIC,454.1,,,2,,,227.05,,,32,,0,,,,
43UQ75009LF,TOSHIBA,454.06,0,0,2,0,0,249,0,0,35,2,0,0,,,
A1 ALU10050,TECHNISAT,452,,,1,,,452,,,63,,0,,0,,
TV Q2 55,TELEFUNKEN,450.06,,,1,,,450.06,,,63,,0,,0,,
DVL-1662,METZ BLUE,449,0,0,1,0,0,449,0,0,63,4,0,0,0,,
65 CUA 7250 ROM,LG,442,-0.9,-3993.7,1,-0.893,-8,442,-0.066,-31.14,62,-1,0,-0.1,,,
65 CUA 7390 MAILAND,XIAOMI,438.42,-0.499,-436.54,2,-0.5,-2,219.21,0.002,0.47,31,2,0,0,0,,
LEDW190,SAMSUNG,437.93,,,1,,,437.93,,,61,,0,,0,,
TX-50MXW834,METZ,430.73,,,2,,,215.37,,,30,,0,,0,,
KD-50X89K,BANG & OLUFSEN,427.68,,,2,,,213.84,,,30,,0,,0,,
LT-32VH5157,LOEWE,425.33,,,1,,,319,,,44,,0,,0,,
XR-75X95L,PANASONIC,423.76,-0.747,-1248.59,1,-0.714,-2,423.76,-0.113,-54.05,59,-4,0,0,,,
32MTC6120Z,REFLEXION,423.29,,,1,,,423.29,,,59,,0,,0,,
OLED55CS6LA,TOSHIBA,420,-0.81,-1787.75,1,-0.789,-4,420,-0.096,-44.79,59,-2,0,-0.1,0,,
32EA2,JVC,416.62,-0.754,-1275.81,3,-0.75,-8,160.01,-0.015,-2.49,22,1,0,0,,,
HG65ET690,CHIQ,416.54,1,208.27,2,1,1,208.27,0,0,29,2,0,0,0,,
TX-55MXX889,METZ,414.03,,,2,,,207.02,,,29,,0,,,,
TX-48JZW984,COOCAA,409.9,,,1,,,409.9,,,57,,0,,0,,
HD24,PANASONIC,401.35,,,1,,,349,,,49,,0.001,,0,,
TX-55LXN888,METZ,399.99,-0.667,-799.98,1,-0.667,-2,399.99,0,0,56,3,0,0,0,,
GQ65QN95C,CELLO,399.95,,,1,,,399.95,,,56,,0,,0,,
40E41KT,COOCAA,399.9,,,1,,,399.9,,,56,,0,,0,,
48OLED907,CELLO,399,,,1,,,399,,,56,,0,,0,,
50FL1E,SAMSUNG,399,,,1,,,399,,,56,,0,,0,,
GQ55LS01BH,METZ BLUE,399,,,1,,,399,,,56,,0,,0,,
OLED83G29LA,TECHNISAT,399,-0.001,-0.45,1,0,0,399,-0.001,-0.45,56,3,0,0,0,,
SRT 32HD5553,SAMSUNG,397.32,,,1,,,397.32,,,55,,0,,0,,
GQ55Q72B,XIAOMI,395.71,,,1,,,395.71,,,55,,0,,,,
GU50CU8589,DYON,389.99,,,1,,,389.99,,,54,,0,,0,,
GU55AU8079,METZ,389.76,,,1,,,389.76,,,54,,0,,0,,
65A7300F,TOSHIBA,388.05,-0.743,-1119.95,1,-0.75,-3,388.05,0.029,11.05,54,5,0.001,0,0,,
QE50Q80C,CELLO,385,,,1,,,385,,,54,,0,,0,,
TV A2 55,LOEWE,384,1.133,204,2,1,1,192,0.067,12,27,3,0.009,0.9,0,,
TX-65MXW834,COOCAA,379.9,,,1,,,379.9,,,53,,0,,0,,
LT-43VU2255,TOSHIBA,373.5,-0.647,-684.71,2,-0.626,-3,249,-0.055,-14.63,35,0,0,0,,,
32 CHA 6390 ZURICH,COOCAA,369.9,,,1,,,369.9,,,52,,0,,0,,
HNE32GV210,PANASONIC,369.67,-0.846,-2028.33,0,-0.833,-2,1109,-0.075,-90,155,-3,0,0,,,
50PUS7608,TELEFUNKEN,367.81,,,1,,,367.81,,,51,,0,,0,,
LT-32VF5158,TOSHIBA,366.4,,,2,,,229,,,32,,0,,0,,
43MUC7001Z,SONY,361.25,-0.903,-3359.49,1,-0.902,-12,289,-0.007,-2.17,40,2,0,-0.2,0,,
GU43CU8589,STRONG,359.9,0.036,12.5,1,0,0,359.9,0.036,12.5,50,5,0,0,0,,
43PFS5525,PHILIPS,359.86,-0.837,-1841.88,1,-0.809,-4,342.72,-0.144,-57.6,48,-5,0,-0.1,,,
TX-32LSF507,DYON,358.99,0.795,159,2,1,1,179.5,-0.102,-20.5,25,-1,0,0,,,
GQ85QN85B,ECG,356.36,0.019,6.48,1,0,0,356.36,0.019,6.48,50,4,0,0,0,,
TX-40MS490E,METZ,356,,,1,,,356,,,50,,0,,0,,
TX-43LXT886,PHILIPS,349,-0.666,-696.28,1,-0.647,-2,349,-0.054,-20,49,0,0,0,,,
50PUS8508,TOSHIBA,349,,,1,,,349,,,49,,0,,0,,
KD-50X80K,LOEWE,349,-0.191,-82.17,1,-0.077,0,349,-0.123,-49,49,-4,0,0,,,
65UA3D63,JVC,347,,,1,,,347,,,48,,0,,,,
32L2163,TOSHIBA,345.8,-0.718,-882.25,1,-0.682,-3,247,-0.115,-32.1,34,-2,0,0,,,
75C831,SONY,341.45,,,1,,,341.45,,,48,,0,,0,,
50PUS7657,METZ BLUE,339,-0.108,-41,1,0,0,339,-0.108,-41,47,-3,0,0,,,
TX-50LX650E,SHARP,336.12,2.405,237.4,2,3,2,168.06,-0.149,-29.38,23,-3,0,0,,,
LT-65VA7255,SAMSUNG,334.48,,,1,,,334.48,,,47,,0,,0,,
LT-55VAQ6255,TOSHIBA,333.89,-0.553,-413.61,1,-0.464,-1,249,-0.167,-50,35,-5,0,0,,,
OLED55B29LA,BANG & OLUFSEN,333.2,-0.02,-6.79,1,0,0,266.56,-0.02,-5.43,37,1,0,0,,,
L40G7B,LG,330.67,,,1,,,330.67,,,46,,0,,0,,
65A6GG,SONY,325.47,-0.556,-407.84,1,-0.427,-1,250,-0.225,-72.66,35,-8,0,0,,,
IGOO-TV 43F,NOKIA,324.99,0,0,1,0,0,324.99,0,0,45,3,0,0,0,,
55 GUA 7100 BARCELONA,PANASONIC,320.85,,,1,,,279,,,39,,0.001,,0,,
55QL5D63,BANG & OLUFSEN,319.99,,,1,,,319.99,,,45,,0,,0,,
43PUS7608,LG,319.87,,,1,,,304.64,,,42,,0,,0,,
FN43GV310,XIAOMI,319.04,-0.531,-360.51,1,-0.5,-1,319.04,-0.061,-20.73,44,0,0,0,,,
D24H554E2CW,METZ,319,-0.086,-30,1,0,0,319,-0.086,-30,44,-1,0,0,,,
32 GHB 5241,COOCAA,319,-0.003,-0.9,1,0,0,319,-0.003,-0.9,44,2,0,0,,,
CS19WS01,CECOTEC,299.98,-0.644,-543.71,2,-0.68,-4,149.99,0.111,15,21,3,0,-0.1,0,,
WE. SEE 55,SAMSUNG,297.74,,,1,,,297.74,,,42,,0,,0,,
50 GUB 7022,CELLO,297,,,1,,,297,,,41,,0,,,,
OLED77Z19LA,EKO,289.01,,,1,,,221.99,,,31,,0,,0,,
QE65QN85C,TOSHIBA,288.54,,,1,,,206.1,,,29,,0,,0,,
50QNED826RE,SENCOR,286.25,,,1,,,229,,,32,,0,,0,,
50UQ81009LB,EKO,285.11,0,0,1,0,0,219,0,0,31,2,0,0,0,,
70NANO763QA,PHILIPS,264.99,-0.788,-984.96,1,-0.8,-4,264.99,0.06,15,37,4,0,0,0,,
XR-75X94J,BLAUPUNKT,263.98,,,2,,,131.99,,,18,,0,,0,,
XU55K700,PANASONIC,258.12,,,1,,,258.12,,,36,,0,,0,,
50MUD6001Z,CECOTEC,253,,,1,,,253,,,35,,0,,0,,
24 GHB 5060,METZ,251.86,-0.319,-118.12,1,-0.3,-1,179.9,-0.028,-5.09,25,1,0,0,0,,
65U7KQ,METZ,250.6,,,1,,,179,,,25,,0,,0,,
32FG6EA,TECHNISAT,249,,,1,,,249,,,35,,0,,0,,
GQ43QN93C,LG,237.04,,,2,,,118.52,,,17,,0,,0,,
32 VOE 63,PHILIPS,224.9,,,1,,,224.9,,,31,,0,,,,
55OLED888,JVC,223.52,,,1,,,199.99,,,28,,0,,0,,
GU50TU6979,SAMSUNG,223.18,,,1,,,223.18,,,31,,0,,0,,
GU43BU8079,BLAUPUNKT,208.74,,,1,,,208.74,,,29,,0,,0,,
43UA3D63,TOSHIBA,201.17,-0.596,-296.83,1,-0.441,-1,179.99,-0.277,-69.01,25,-8,0,0,,,
65RC630,CELLO,199.95,,,1,,,199.95,,,28,,0,,0,,
WEGAVISION OLED65A,COOCAA,199.9,-0.647,-366.2,1,-0.667,-2,199.9,0.059,11.2,28,3,0,0,0,,
LT-32VH5156,SAMSUNG,197.81,-0.491,-190.81,1,-0.5,-1,197.81,0.018,3.5,28,2,0,0,0,,
TX-65JZW984,BLAUPUNKT,192.99,0,0,1,0,0,192.99,0,0,27,2,0,0,0,,
TX-65MZF1507,BLAUPUNKT,189.99,-0.5,-189.99,1,-0.5,-1,189.99,0,0,26,2,0,0,0,,
GQ85Q950T,BLAUPUNKT,189.99,,,1,,,189.99,,,26,,0,,,,
KD-75XH9005,TELEFUNKEN,188.17,,,1,,,188.17,,,26,,0,,0,,
TX-55JZW984,ANKARO,179.9,,,1,,,179.9,,,25,,0,,0,,
L40G7L,TELEFUNKEN,171.23,,,1,,,159,,,22,,0,,0,,
32 GHB 6100 MADRID,SHARP,169.99,0,0,1,0,0,169.99,0,0,24,1,0,0,0,,
TX-50MXX969,BLAUPUNKT,169.99,-0.747,-501.47,1,-0.75,-3,169.99,0.013,2.13,24,2,0,0,0,,
43UA5D63,ANTTEQ,163.88,-0.3,-70.28,1,-0.2,0,163.88,-0.125,-23.45,23,-2,0,0,,,
XR-55A80J,KRUGER & MATZ,160.46,,,1,,,149,,,21,,0,,0,,
65PUS8857,ECG,159.91,-0.007,-1.07,1,0,0,159.91,-0.007,-1.07,22,1,0,0,0,,
40A4DG,CELLO,154.99,-0.508,-160,1,-0.5,-1,154.99,-0.016,-2.5,22,1,0,0,,,
55UF3D63,BLAUPUNKT,119.99,,,1,,,119.99,,,17,,0,,0,,
QU65AN900M,PANASONIC,9.6,-0.994,-1637.4,1,-0.667,-2,9.6,-0.983,-539.4,1,-71,0,0,,,
